LB_MAL8_blanked,LB_MAL10_blanked,LB_MAL1_blanked,LB_MAL5_blanked,LB_MAL4_blanked,LB_LCY1_blanked,TIME[H]
1.5742333333333336,1.6327333333333334,1.4805333333333337,1.7054333333333334,1.437633333333333,1.7377000000000002,51.24856944444445
1.5726333333333335,1.6314666666666666,1.486133333333333,1.704433333333333,1.4204999999999999,1.7363666666666666,51.498562500000006
1.5681666666666665,1.6329000000000002,1.4716000000000002,1.7048666666666665,1.4092666666666664,1.7335000000000003,51.74855611111111
1.5756000000000001,1.6331999999999998,1.4609999999999996,1.7058,1.4205,1.7365666666666668,51.99854861111111
1.5671666666666662,1.6355000000000004,1.4536666666666664,1.7086666666666663,1.4062333333333337,1.7378,52.24854194444444
1.548,1.6357333333333337,1.4595666666666667,1.707466666666667,1.4008333333333332,1.7392666666666665,52.49853583333333
1.5693000000000001,1.6362999999999996,1.4521333333333335,1.7078333333333333,1.3996333333333333,1.7392333333333334,52.74853027777778
1.55,1.6340333333333332,1.4579666666666666,1.7050000000000003,1.3925666666666667,1.7334666666666665,52.99852444444444
1.5519,1.6369666666666667,1.4572,1.7075666666666667,1.4087333333333332,1.7354333333333336,53.24851777777778
1.5552000000000001,1.6388,1.4654666666666667,1.7088666666666663,1.3915333333333333,1.7424333333333333,53.49850694444444
1.5471666666666666,1.6399,1.4672666666666667,1.7104000000000004,1.3961333333333337,1.7353999999999998,53.74850083333333
1.533,1.6441666666666668,1.4741666666666666,1.7125333333333328,1.3915666666666666,1.7460666666666667,53.99849444444444
1.5582666666666667,1.6421666666666668,1.4690999999999999,1.7124333333333335,1.3743,1.7429333333333334,54.248487222222224
1.5364999999999998,1.6427666666666667,1.453733333333333,1.713166666666667,1.3736333333333333,1.7424999999999997,54.49848111111111
1.5426,1.6458000000000002,1.476333333333333,1.714666666666667,1.3872666666666664,1.7443999999999997,54.74847472222222
1.5572000000000001,1.6464666666666667,1.4734000000000003,1.7148333333333332,1.3800999999999999,1.7415666666666665,54.99847
1.5464333333333333,1.6473,1.4844666666666666,1.7160333333333335,1.4079666666666668,1.7464666666666666,55.24846083333333
1.5529333333333333,1.6478666666666668,1.4723666666666666,1.7172666666666665,1.3906666666666667,1.7456333333333334,55.49845305555556
1.5573333333333335,1.6488333333333336,1.4769999999999999,1.7168,1.4103333333333332,1.7468999999999997,55.74844944444445
1.5515333333333332,1.649633333333333,1.4856333333333334,1.7193999999999998,1.4111333333333334,1.7441666666666666,55.998439999999995
1.5569666666666666,1.6508999999999998,1.4810999999999999,1.718633333333333,1.4038666666666666,1.7453333333333332,56.24843583333333
1.5620000000000003,1.6524666666666665,1.4961999999999998,1.7200666666666669,1.4137,1.7449333333333332,56.49842916666667
1.5620333333333336,1.6523666666666668,1.5035333333333332,1.7187,1.4137,1.7376666666666667,56.748419722222216
1.5584666666666662,1.6526333333333336,1.5062999999999998,1.7201333333333333,1.4135000000000002,1.7426666666666668,56.99841111111111
1.5444000000000002,1.6542666666666666,1.5112333333333332,1.7209666666666665,1.4289666666666667,1.7448000000000001,57.24840527777778
1.5646666666666667,1.652,1.5112666666666668,1.7185666666666666,1.4478666666666666,1.7392666666666665,57.49839888888889
1.554066666666667,1.6555000000000002,1.5254666666666667,1.7211333333333334,1.4560666666666668,1.7400333333333335,57.74839166666666
1.575333333333333,1.6562666666666668,1.5123333333333333,1.7223000000000002,1.4725,1.7428666666666666,57.99838472222222
1.5717999999999999,1.6579666666666668,1.5189666666666668,1.7224,1.4794333333333332,1.7424333333333335,58.248377500000004
1.5770999999999997,1.6596666666666668,1.5208333333333333,1.7230666666666667,1.4715,1.7433333333333332,58.49837388888889
1.5683,1.6588333333333332,1.5233666666666663,1.7236666666666667,1.4576333333333331,1.7397,58.74836833333333
1.5726333333333335,1.6615666666666664,1.5292333333333332,1.7253333333333332,1.4710999999999999,1.7441666666666664,58.998359722222226
1.5733666666666664,1.6637666666666666,1.5283333333333333,1.7261000000000002,1.4762333333333333,1.7406,59.24835416666667
1.5483333333333331,1.6635000000000002,1.5266666666666666,1.7262333333333333,1.4609000000000003,1.7453000000000003,59.49834388888889
1.5662999999999998,1.6648666666666665,1.5392666666666668,1.7270666666666667,1.4778999999999998,1.7439999999999998,59.74833722222222
1.5481333333333334,1.6648666666666665,1.5448333333333335,1.7280333333333333,1.4881000000000002,1.7439666666666667,59.998330833333334
1.5732333333333335,1.6664000000000003,1.532566666666667,1.729266666666667,1.4895333333333334,1.7456999999999998,60.24832472222223
1.5735333333333332,1.6673333333333331,1.5216333333333334,1.7289333333333337,1.4994333333333334,1.7452333333333332,60.49832083333333
1.5615,1.666233333333333,1.5306666666666668,1.7284333333333337,1.4789666666666665,1.7432333333333334,60.748310555555555
1.5582000000000003,1.6678666666666666,1.5377666666666667,1.7294666666666667,1.4787333333333335,1.7428000000000001,60.99830444444444
1.5759333333333334,1.6696666666666669,1.5376666666666665,1.7311333333333334,1.4763666666666666,1.7427333333333332,61.24829694444445
1.5853666666666668,1.6685333333333332,1.5403333333333333,1.7292666666666663,1.4802333333333333,1.740133333333333,61.49829277777778
1.5849,1.6727999999999998,1.5241999999999998,1.7320666666666666,1.4593333333333331,1.7486,61.748286111111106
1.5642666666666667,1.6715,1.5266666666666666,1.7309,1.4586333333333332,1.7474666666666667,61.99827638888889
1.5682,1.6727666666666665,1.5265666666666662,1.7329000000000003,1.4497666666666666,1.7414666666666667,62.24826944444444
1.5867666666666669,1.6748999999999998,1.5328666666666666,1.7341,1.4533333333333334,1.7460666666666669,62.498262499999996
1.5939666666666665,1.6762666666666668,1.5123666666666669,1.7350333333333334,1.4496333333333333,1.7474333333333334,62.74825583333333
1.5782666666666667,1.6755666666666664,1.5333333333333332,1.7337666666666667,1.4356,1.7451999999999996,62.998248611111116
1.5847666666666667,1.677,1.536366666666667,1.7335999999999998,1.4186333333333334,1.7438666666666667,63.24824222222222
1.5577999999999999,1.6786666666666665,1.5195666666666667,1.7349666666666668,1.4001666666666668,1.7425,63.498235
1.5924,1.6784666666666668,1.5340333333333331,1.7363333333333335,1.3888999999999998,1.7457,63.74822833333334
1.576,1.6803333333333337,1.5527,1.7359000000000004,1.3751666666666666,1.7438333333333333,63.998220833333335
1.5872,1.6812,1.5352999999999999,1.7371666666666665,1.3689666666666662,1.7466,64.24821805555555
1.5756333333333332,1.6824,1.5362333333333336,1.7376333333333336,1.3316333333333332,1.7463333333333333,64.49820833333332
1.5906000000000005,1.6833000000000002,1.5465,1.7383999999999997,1.357,1.7464000000000002,64.74819972222222
1.5883666666666665,1.6841666666666666,1.5501333333333334,1.7379,1.3557333333333335,1.747966666666667,64.99819583333334
1.6124999999999998,1.682466666666667,1.541033333333333,1.737366666666667,1.343,1.7479999999999998,65.24818805555556
1.5893333333333335,1.6850333333333334,1.5448666666666668,1.7377333333333334,1.3245333333333333,1.7455,65.49818
1.5907,1.6869333333333332,1.5538666666666667,1.7404000000000002,1.3251999999999997,1.7489999999999997,65.74817333333333
1.6184666666666667,1.6881000000000002,1.5694333333333332,1.7409999999999999,1.3254000000000001,1.7484333333333337,65.99816638888889
