H2O_MAL8_blanked,H2O_MAL10_blanked,H2O_MAL1_blanked,H2O_MAL5_blanked,H2O_MAL4_blanked,H2O_LCY1_blanked,TIME[H]
0.11553333333333332,0.004333333333333328,0.020066666666666677,0.0,0.0,0.0,65.24818805555556
0.11459999999999995,0.004699999999999954,0.02096666666666666,0.0,0.0,0.0,65.49818
0.11690000000000003,0.005133333333333323,0.0213666666666667,0.0,0.0,0.0,65.74817333333333
0.11526666666666663,0.003700000000000009,0.019733333333333353,0.0,0.0,0.0,65.99816638888889
0.11526666666666668,0.0038333333333332997,0.020366666666666644,0.0,0.0,0.0,66.24816027777779
0.11510000000000001,0.004999999999999977,0.019999999999999962,0.0,0.0,0.0,66.4981536111111
0.11613333333333337,0.0051666666666666805,0.02143333333333336,0.0,0.0,0.0,66.74814777777777
0.11916666666666662,0.007800000000000001,0.024533333333333324,0.0,0.0,0.0,66.99814305555556
0.11733333333333335,0.0054333333333333456,0.02303333333333335,0.0,0.0,0.0,67.24813444444445
0.11756666666666665,0.007000000000000006,0.022966666666666663,0.0,0.0,0.0,67.49813027777778
0.11523333333333327,0.004799999999999971,0.019700000000000023,0.0,0.0,0.0,67.74812166666668
0.11576666666666668,0.006766666666666643,0.0232,0.0,0.0,0.0,67.99811388888888
0.11709999999999998,0.00633333333333333,0.02313333333333331,0.0,0.0,0.0,68.24810777777778
0.11449999999999994,0.00436666666666663,0.020533333333333292,0.0,0.0,0.0,68.49810083333334
0.11639999999999995,0.006633333333333297,0.022900000000000004,0.0,0.0,0.0,68.74809583333332
0.11673333333333327,0.005233333333333312,0.021433333333333304,0.0,0.0,0.0,68.9980863888889
0.11623333333333336,0.006166666666666681,0.022266666666666712,0.0,0.0,0.0,69.24808333333334
0.11866666666666667,0.007166666666666682,0.024266666666666686,0.0,0.0,0.0,69.49807361111111
0.1182,0.006366666666666659,0.024400000000000005,0.0,0.0,0.0,69.74806583333334
0.11709999999999998,0.005299999999999999,0.023766666666666686,0.0,0.0,0.0,69.99805972222222
0.11569999999999997,0.005066666666666636,0.021299999999999958,0.0,0.0,0.0,70.2480525
0.11733333333333335,0.006399999999999961,0.02316666666666667,0.0,0.0,0.0,70.49804527777778
0.11806666666666668,0.006500000000000006,0.02366666666666667,0.0,0.0,0.0,70.74803916666666
0.11666666666666667,0.006233333333333313,0.022766666666666657,0.0,0.0,0.0,70.99803222222222
0.11630000000000001,0.004699999999999982,0.022133333333333338,0.0,0.0,0.0,71.24802555555556
0.11589999999999995,0.0056666666666666254,0.022900000000000004,0.0,0.0,0.0,71.49801888888888
0.11460000000000001,0.004433333333333345,0.022133333333333394,0.0,0.0,0.0,71.74801555555555
0.11593333333333328,0.005399999999999988,0.02303333333333335,0.0,0.0,0.0,71.99800666666667
0.11676666666666666,0.004666666666666652,0.022499999999999992,0.0,0.0,0.0,72.24799861111111
0.11573333333333335,0.003966666666666646,0.022533333333333322,0.0,0.0,0.0,72.49799222222222
0.11633333333333334,0.005366666666666631,0.023433333333333334,0.0,0.0,0.0,72.74798805555555
0.1199,0.009333333333333305,0.027966666666666612,0.0,0.0,0.0,72.99798111111112
0.11596666666666675,0.005566666666666664,0.02346666666666669,0.0,0.0,0.0,73.24797777777778
0.11639999999999998,0.004866666666666686,0.023333333333333345,0.0,0.0,0.0,73.49796916666666
0.11600000000000005,0.00573333333333334,0.02360000000000001,0.0,0.0,0.0,73.74796305555556
0.11750000000000005,0.007400000000000045,0.025600000000000067,0.0,0.0,0.0,73.99795583333334
0.11620000000000003,0.006466666666666676,0.024933333333333363,0.0,0.0,0.0,74.24795027777778
0.11759999999999995,0.006266666666666698,0.024933333333333363,0.0,0.0,0.0,74.49794166666668
0.11673333333333336,0.006566666666666693,0.02426666666666666,0.0,0.0,0.0,74.74793666666666
0.11500000000000005,0.004566666666666663,0.023033333333333322,0.0,0.0,0.0,74.99793138888889
0.11690000000000003,0.005800000000000055,0.02453333333333338,0.0,0.0,0.0,75.24792388888889
0.11550000000000002,0.006866666666666688,0.02513333333333334,0.0,0.0,0.0,75.49791750000001
0.11460000000000006,0.004766666666666697,0.02313333333333334,0.0,0.0,0.0,75.7479075
0.11796666666666672,0.006466666666666704,0.025733333333333386,0.0,0.0,0.0,75.99790277777778
0.1167333333333333,0.006299999999999972,0.024866666666666593,0.0,0.0,0.0,76.24789444444444
0.11570000000000003,0.005999999999999978,0.02429999999999999,0.0,0.0,0.0,76.49788777777778
0.11969999999999992,0.009933333333333322,0.028533333333333327,0.0,0.0,0.0,76.74787916666666
0.11826666666666669,0.006833333333333302,0.026000000000000023,0.0,0.0,0.0,76.99787416666666
0.11743333333333328,0.005799999999999972,0.025433333333333308,0.0,0.0,0.0,77.24786722222221
0.11560000000000001,0.005666666666666653,0.023266666666666685,0.0,0.0,0.0,77.49785999999999
0.11560000000000004,0.0068000000000000005,0.0256666666666667,0.0,0.0,0.0,77.74785361111111
0.11513333333333334,0.007033333333333364,0.0252,0.0,0.0,0.0,77.99784861111111
0.1144,0.005766666666666642,0.02413333333333334,0.0,0.0,0.0,78.24783916666667
0.11630000000000001,0.007133333333333297,0.02579999999999999,0.0,0.0,0.0,78.49783638888889
0.11476666666666668,0.006299999999999972,0.02513333333333334,0.0,0.0,0.0,78.74782944444443
0.11450000000000005,0.006766666666666643,0.025399999999999978,0.0,0.0,0.0,78.99782
0.11353333333333332,0.004799999999999943,0.024066666666666653,0.0,0.0,0.0,79.24781361111111
0.11573333333333333,0.006299999999999972,0.02563333333333334,0.0,0.0,0.0,79.49780750000001
0.11346666666666666,0.005899999999999989,0.024800000000000016,0.0,0.0,0.0,79.7478011111111
