mu_A_rhat,mu_A_ess,sigma_A_rhat,sigma_A_ess,mu_mu_rhat,mu_mu_ess,sigma_mu_rhat,sigma_mu_ess,sigma_obs_rhat,sigma_obs_ess
,25.578536002201982,,6.189951132534178,,84.15596038580487,,84.94850021680094,,70.18013284919154
