TIME[H],IMIDACLOPRID_IMID1Y_blanked,IMIDACLOPRID_IMID2_blanked,IMIDACLOPRID_IMID3_blanked,IMIDACLOPRID_IMID5_blanked,IMIDACLOPRID_IMID6_blanked,IMIDACLOPRID_IMID8_blanked,IMIDACLOPRID_IMID9Y_blanked
0.0,0.0012999999999999956,0.004400000000000001,0.0,0.02283333333333333,0.00343333333333333,0.0022999999999999965,0.003699999999999995
0.4999583333333333,0.0016333333333333477,0.004433333333333345,0.00026666666666667893,0.01970000000000001,0.0032999999999999974,0.004533333333333334,0.003500000000000003
0.9999441666666666,0.0015999999999999903,0.005066666666666664,0.0013999999999999846,0.018766666666666668,0.003500000000000003,0.006900000000000017,0.0032666666666666816
1.4999347222222223,0.0020333333333333314,0.005233333333333312,0.002966666666666659,0.022199999999999998,0.003599999999999992,0.008766666666666659,0.0030333333333333323
1.9999183333333335,0.00233333333333334,0.0054333333333333456,0.0030333333333333323,0.014033333333333328,0.003333333333333327,0.009933333333333336,0.0027333333333333237
2.499903888888889,0.0022000000000000214,0.005633333333333337,0.003766666666666668,0.026366666666666663,0.0033000000000000113,0.011099999999999999,0.002433333333333343
2.9998916666666666,0.00233333333333334,0.0065333333333333216,0.004333333333333328,0.016100000000000003,0.0037666666666666543,0.01253333333333334,0.002599999999999991
3.499880833333333,0.002433333333333315,0.007633333333333325,0.0044666666666666605,0.02020000000000001,0.0046333333333333365,0.013066666666666657,0.003066666666666662
3.9998652777777775,0.002699999999999994,0.008233333333333329,0.005133333333333337,0.02189999999999999,0.004666666666666666,0.014166666666666675,0.0026666666666666644
4.499851666666666,0.0026333333333333486,0.009599999999999997,0.00523333333333334,0.012900000000000009,0.005900000000000016,0.014800000000000008,0.003233333333333338
4.999838333333334,0.002966666666666659,0.010800000000000004,0.0062666666666666565,0.01416666666666666,0.006566666666666665,0.015366666666666653,0.003400000000000014
5.49982388888889,0.003233333333333338,0.011499999999999982,0.006333333333333344,0.01496666666666667,0.007233333333333314,0.015933333333333327,0.0032999999999999974
5.999810833333333,0.003433333333333316,0.012033333333333326,0.006566666666666679,0.013066666666666657,0.007666666666666655,0.0165,0.0036666666666666514
6.499797500000001,0.0032000000000000084,0.012933333333333338,0.0062666666666666565,0.01796666666666666,0.00839999999999999,0.016700000000000007,0.003866666666666671
6.999782777777778,0.0034666666666666596,0.013600000000000001,0.006333333333333316,0.010566666666666655,0.008800000000000002,0.017199999999999993,0.003933333333333344
7.4997702777777775,0.0036666666666666653,0.014033333333333328,0.0067000000000000115,0.009499999999999995,0.009366666666666662,0.0175,0.003866666666666657
7.999758611111112,0.003500000000000003,0.014533333333333329,0.007166666666666668,0.019333333333333327,0.009966666666666651,0.018233333333333338,0.0038333333333333275
8.499742222222222,0.003966666666666702,0.015366666666666667,0.006966666666666663,0.013799999999999993,0.010399999999999993,0.0184,0.004033333333333333
8.999730555555555,0.0037333333333333385,0.015633333333333332,0.007166666666666668,0.013433333333333339,0.01076666666666666,0.019000000000000017,0.003866666666666671
9.499716666666668,0.00396666666666666,0.015866666666666668,0.007066666666666652,0.015399999999999997,0.011133333333333328,0.019266666666666668,0.0038333333333333275
9.9997025,0.0039000000000000146,0.016733333333333336,0.006966666666666663,0.013999999999999999,0.01153333333333334,0.01976666666666667,0.0040000000000000036
10.49969,0.0039333333333333165,0.017066666666666674,0.007166666666666668,0.009033333333333352,0.01206666666666667,0.01976666666666667,0.003933333333333344
10.999678888888889,0.0039000000000000007,0.01786666666666667,0.007433333333333347,0.014066666666666672,0.012733333333333319,0.020366666666666686,0.0040999999999999925
11.49966361111111,0.00399999999999999,0.018266666666666653,0.007633333333333339,0.012333333333333335,0.01323333333333332,0.0208,0.004199999999999995
11.999649166666668,0.003866666666666685,0.01859999999999999,0.007499999999999993,0.013800000000000007,0.013266666666666663,0.020800000000000013,0.003866666666666657
12.499639444444444,0.003899999999999987,0.020333333333333328,0.007533333333333336,0.010233333333333344,0.013899999999999996,0.020933333333333345,0.004266666666666655
12.999623333333334,0.0040999999999999925,0.021166666666666667,0.007699999999999985,0.010566666666666669,0.013933333333333325,0.021133333333333337,0.00399999999999999
13.499609722222223,0.004199999999999995,0.022299999999999986,0.007766666666666672,0.013033333333333355,0.014566666666666658,0.021500000000000005,0.004166666666666666
13.99959777777778,0.004433333333333331,0.02226666666666667,0.007633333333333339,0.012366666666666665,0.014666666666666661,0.021633333333333324,0.004199999999999995
14.499584444444444,0.004300000000000012,0.021199999999999997,0.007633333333333325,0.009566666666666682,0.014866666666666667,0.021966666666666662,0.004133333333333336
14.999569722222223,0.004266666666666655,0.023233333333333342,0.00756666666666668,0.00786666666666666,0.015299999999999994,0.021733333333333354,0.004066666666666677
15.499556944444445,0.004433333333333331,0.022433333333333347,0.007133333333333325,0.007666666666666669,0.01553333333333333,0.021733333333333327,0.00399999999999999
15.999545555555557,0.004666666666666652,0.02493333333333332,0.007066666666666652,0.01129999999999999,0.015599999999999989,0.021966666666666676,0.004133333333333322
16.499530833333335,0.004633333333333323,0.022199999999999998,0.007366666666666674,0.01026666666666666,0.015999999999999986,0.022000000000000006,0.004166666666666666
16.9995175,0.004666666666666666,0.026433333333333336,0.007033333333333322,0.009500000000000008,0.01626666666666668,0.021599999999999994,0.004099999999999979
17.499502777777778,0.004933333333333331,0.025866666666666663,0.00736666666666666,0.009833333333333319,0.016766666666666666,0.02256666666666665,0.004199999999999995
17.999493055555558,0.004833333333333342,0.026866666666666664,0.007199999999999998,0.009033333333333338,0.016733333333333336,0.022333333333333358,0.004133333333333336
18.49947444444444,0.005033333333333334,0.022999999999999993,0.007300000000000001,0.011499999999999996,0.0165,0.022433333333333333,0.003699999999999981
18.999466111111108,0.005033333333333334,0.025133333333333327,0.006933333333333333,0.008499999999999994,0.017766666666666667,0.021699999999999997,0.00393333333333333
19.499447777777778,0.005166666666666667,0.024033333333333323,0.006733333333333327,0.00923333333333333,0.01793333333333333,0.02233333333333333,0.0039333333333333165
19.999435277777778,0.005333333333333343,0.023566666666666666,0.006666666666666668,0.009966666666666665,0.017900000000000013,0.021933333333333346,0.0038333333333333414
20.499420277777777,0.005366666666666672,0.024099999999999996,0.006733333333333327,0.008133333333333326,0.019199999999999995,0.02206666666666668,0.004033333333333319
20.99940833333333,0.005333333333333329,0.024066666666666653,0.006566666666666665,0.008300000000000002,0.019699999999999995,0.022233333333333327,0.0040000000000000036
21.49939388888889,0.005299999999999999,0.026399999999999993,0.006566666666666665,0.010166666666666671,0.01993333333333333,0.02243333333333332,0.0040000000000000036
21.99938138888889,0.005533333333333307,0.02800000000000001,0.0068000000000000005,0.008499999999999994,0.020800000000000013,0.022499999999999992,0.004200000000000009
22.499370000000003,0.005566666666666692,0.02543333333333332,0.006566666666666651,0.009400000000000006,0.02216666666666668,0.022300000000000014,0.0040000000000000036
22.99935361111111,0.005600000000000022,0.02313333333333334,0.006366666666666673,0.007699999999999985,0.02046666666666666,0.0223,0.004066666666666677
23.499339166666665,0.005566666666666664,0.02396666666666665,0.00633333333333333,0.007900000000000004,0.020599999999999993,0.02226666666666667,0.0038333333333333414
23.999325555555554,0.005633333333333351,0.02410000000000001,0.006099999999999994,0.007533333333333336,0.021333333333333343,0.02246666666666665,0.004066666666666663
24.499312222222223,0.005566666666666664,0.02496666666666665,0.0062666666666666565,0.007966666666666664,0.021599999999999994,0.022500000000000006,0.0037333333333333246
24.999301944444444,0.005600000000000022,0.024266666666666672,0.005966666666666662,0.008533333333333323,0.02076666666666667,0.022900000000000004,0.00396666666666666
25.499286666666666,0.005600000000000022,0.024266666666666672,0.0058000000000000135,0.008766666666666673,0.02026666666666667,0.022566666666666665,0.0040000000000000036
25.999271388888886,0.005966666666666676,0.022466666666666676,0.006099999999999994,0.0050000000000000044,0.02220000000000001,0.02259999999999998,0.004133333333333336
26.49926111111111,0.0058,0.022966666666666677,0.006099999999999994,0.006033333333333321,0.023566666666666666,0.02246666666666665,0.004066666666666663
26.999245000000002,0.005799999999999986,0.022933333333333347,0.006199999999999997,0.007099999999999995,0.02616666666666667,0.02263333333333331,0.0039000000000000007
27.49922972222222,0.0,0.02493333333333332,0.005633333333333337,0.0068000000000000005,0.0232,0.022866666666666674,0.003799999999999984
27.999220555555556,0.00573333333333334,0.022599999999999995,0.005766666666666656,0.005266666666666656,0.02656666666666667,0.02266666666666667,0.0038333333333333414
28.499204444444445,0.00576666666666667,0.023766666666666658,0.005699999999999997,0.006299999999999986,0.026333333333333334,0.022699999999999998,0.0036666666666666653
28.99919361111111,0.005899999999999989,0.026166666666666658,0.006066666666666665,0.005400000000000016,0.02500000000000001,0.022966666666666677,0.0038333333333333414
29.499177777777778,0.005966666666666676,0.02426666666666666,0.005699999999999983,0.005500000000000005,0.0257,0.023066666666666666,0.003699999999999995
29.99916277777778,0.0059000000000000025,0.02343333333333332,0.005233333333333326,0.005866666666666659,0.02386666666666666,0.022699999999999998,0.003599999999999992
30.49915027777778,0.006000000000000005,0.023666666666666683,0.005233333333333326,0.005500000000000005,0.025633333333333327,0.022999999999999993,0.003766666666666668
30.999137222222224,0.005833333333333343,0.023400000000000004,0.00523333333333334,0.0039000000000000007,0.027633333333333343,0.022900000000000004,0.0035666666666666763
31.499126944444445,0.005766666666666684,0.023833333333333345,0.005366666666666672,0.0043666666666666715,0.025833333333333333,0.022733333333333314,0.0036666666666666653
31.999109722222222,0.0058,0.026300000000000004,0.005066666666666664,0.0035666666666666624,0.02313333333333334,0.02259999999999998,0.0034666666666666596
32.499097222222225,0.0059000000000000025,0.022933333333333333,0.004933333333333345,0.0040999999999999925,0.030100000000000016,0.022700000000000012,0.003500000000000003
32.99908305555555,0.005933333333333332,0.02333333333333333,0.004766666666666655,0.003333333333333313,0.025399999999999992,0.02249999999999998,0.0037333333333333524
33.49906861111111,0.006033333333333335,0.02516666666666667,0.005099999999999993,0.00416666666666668,0.0276,0.022500000000000006,0.0037333333333333246
33.99905527777778,0.006000000000000005,0.024633333333333327,0.004866666666666672,0.0032666666666666816,0.02973333333333336,0.022733333333333328,0.0035333333333333605
34.49904194444445,0.0058,0.028799999999999992,0.0049999999999999906,0.004066666666666663,0.030133333333333318,0.022400000000000003,0.0036333333333333218
34.9990275,0.005966666666666676,0.026833333333333348,0.004933333333333331,0.0038333333333333414,0.03013333333333333,0.022433333333333347,0.0035333333333333328
35.49901444444445,0.006033333333333335,0.02663333333333333,0.004466666666666674,0.003766666666666668,0.03163333333333333,0.022366666666666674,0.003700000000000009
35.999000833333334,0.006000000000000005,0.02693333333333335,0.004599999999999993,0.004466666666666674,0.03386666666666667,0.02209999999999998,0.0040000000000000036
36.49898638888889,0.006066666666666665,0.023566666666666666,0.004266666666666655,0.003533333333333319,0.03213333333333333,0.0223,0.0035666666666666763
36.99897333333333,0.006233333333333327,0.02283333333333333,0.004033333333333333,0.003699999999999995,0.03256666666666666,0.022266666666666657,0.0037333333333333385
37.498959166666666,0.0059999999999999915,0.02410000000000001,0.004433333333333331,0.0039000000000000007,0.030533333333333343,0.022133333333333324,0.00360000000000002
37.99894472222222,0.005999999999999978,0.02626666666666666,0.004133333333333336,0.0034999999999999892,0.033333333333333326,0.02189999999999999,0.0036333333333333495
38.498936111111114,0.006066666666666665,0.023800000000000016,0.0039000000000000007,0.0035666666666666624,0.0338,0.021933333333333346,0.0036333333333333495
38.998922500000006,0.006033333333333335,0.02313333333333334,0.004033333333333333,0.0037333333333333246,0.032299999999999995,0.02186666666666666,0.003333333333333341
39.49890583333333,0.005933333333333318,0.025866666666666677,0.0033666666666666706,0.0034000000000000002,0.033633333333333335,0.021533333333333335,0.003666666666666679
39.998891111111114,0.006199999999999997,0.023499999999999993,0.0034999999999999892,0.00356666666666669,0.02969999999999999,0.021566666666666665,0.0033666666666666706
40.49888138888889,0.006099999999999994,0.023733333333333356,0.003400000000000014,0.0032666666666666816,0.03043333333333334,0.02116666666666668,0.00343333333333333
