strain,is_good,classification_reason,delta_od,max_od,initial_od,snr,time_to_max,r_squared,a_err_pct,mu_err_pct,best_model,truncation_time,points_used,gompertz_a,gompertz_a_err,gompertz_mu,gompertz_mu_err,gompertz_lambda,gompertz_lambda_err,fit_r_squared,fit_rmse,fit_mae,baseline_std,monotone_fraction,residual_autocorr,delta_od_ci_lower,p_good,ml_classification,mu_refined,mu_refined_rel_err,mu_trunc_time,mu_identifiable,A_refined,A_refined_rel_err,A_trunc_time,A_identifiable,lam_refined,lam_refined_rel_err,lam_trunc_time,lam_identifiable,param_disagreement_hours,param_quality,usable_for
LAMBDACYHALOTHRIN-LCY1,True,"GOOD (per-param): growth_rate,carrying_capacity,lag_time identifiable (ML said BAD, per-param override)",0.0462666666666666,0.0462666666666666,,4626666.66666666,,1.0,5.517564024106541e-09,1.7686009799556582e-08,gompertz,99.74725277777776,380,0.04202977685837073,0.0001927995122119836,0.028340176781323462,0.0020229504213699727,76.33025831981735,0.05819658587711622,0.9902811618203275,0.0017563714186384807,0.0007512143481693629,1e-08,0.0,0.0,0.0462666466666666,6.237457097353366e-06,BAD,0.13202149079350717,1.7428284627494625e-10,77.24786722222221,identifiable,0.03351722110995639,5.437160612930235e-11,77.24786722222221,identifiable,76.72904739437566,2.5228308042489367e-13,77.24786722222221,identifiable,0.0,all_identifiable,"growth_rate,carrying_capacity,lag_time"
LAMBDACYHALOTHRINANDLB-LCY1,True,GOOD (ML): P(good)=1.000,1.6870333333333334,1.6870333333333334,,168703333.33333334,,0.9997920764243828,0.49960625086888755,0.569585932133682,gompertz,12.24963361111111,45,1.4247620349233323,0.007118200186483731,0.20207840593838455,0.0011510101721050334,4.033926928889561,0.016764591113205024,0.9997920764243828,0.006619202054766337,0.005721990217825093,1e-08,0.7405857740585774,0.7853781431980611,1.6870333133333333,0.9999963407549743,GOOD,0.2030290579920371,0.004818356610636975,9.249716388888888,identifiable,1.6582285918149302,0.0008026102074793187,77.49785999999999,identifiable,4.061073906045622,0.0037700824311738814,9.249716388888888,identifiable,68.2481436111111,all_identifiable,"growth_rate,carrying_capacity,lag_time"
MALATHIONANDLB-MAL8,True,GOOD (ML): P(good)=1.000,1.5208833333333334,1.6162,,28.35948247812413,,0.9996188975479932,0.2341347198709282,0.7406012098562229,gompertz,10.999669166666669,35,1.649598554667138,0.0038622829549647838,0.33975258809428494,0.002516211777944104,1.9430264996856172,0.01800554779913751,0.9996188975479932,0.008508822063071138,0.006738108802897848,0.05362874073976875,0.6527196652719666,0.6754232148471413,1.4136258518537959,0.9999977517453023,GOOD,0.32315809224285497,0.015185154311659038,10.999669166666669,identifiable,1.6351101799181855,0.0048904477725653815,12.749620833333331,identifiable,1.8102883014433768,0.020640258074594964,10.999669166666669,identifiable,1.7499516666666626,all_identifiable,"growth_rate,carrying_capacity,lag_time"
MALATHIONANDLB-MAL10,True,GOOD (ML): P(good)=1.000,1.4440566666666665,1.4645666666666666,,153.41117624382073,,0.9987590950231433,0.7009077217279326,1.5213892163652738,gompertz,99.74725277777776,400,4.393699999999999,2.713980582573742,0.016993240276068907,0.003585955508293457,5.809224005025143e-13,17.647347529736596,-1.3318700839177637,0.4167042281674465,0.32599039789253587,0.009412982170031644,0.7405857740585774,0.8561533226895696,1.4252307023266033,0.9999198914386733,GOOD,0.26277772461039467,0.015068826303119105,14.499572777777775,identifiable,1.498162939737944,0.0050044787433289085,14.499572777777775,identifiable,3.3645177691928074,0.012309912165792547,12.749620833333331,identifiable,1.7499519444444438,all_identifiable,"growth_rate,carrying_capacity,lag_time"
MALATHIONANDLB-MAL1,True,GOOD (ML): P(good)=1.000,1.6237899999999996,1.6706666666666663,,57.19851201298234,,0.9997400057007353,0.24900266319287412,0.6637959377007054,gompertz,10.249689722222223,32,1.7085904700448085,0.004254435773471219,0.3822387756643763,0.0025372854651770425,2.4454866078221973,0.014217621738974444,0.9997400057007353,0.008102526026279599,0.005611462124931389,0.028388675559102797,0.5188284518828452,0.6044393624802977,1.567012648881794,0.9999977517453023,GOOD,0.37697131854335925,0.011550962990522254,10.999669166666669,identifiable,1.6791663435857105,0.0039315404405675025,12.749620833333331,identifiable,2.4090975959866237,0.010537942294961883,10.999669166666669,identifiable,1.7499516666666626,all_identifiable,"growth_rate,carrying_capacity,lag_time"
MALATHIONANDLB-MAL5,True,GOOD (ML): P(good)=1.000,1.4972633333333334,1.521,,69.47652906877757,,0.9996231291418647,0.4319927464004279,0.8759427932492271,gompertz,10.999669166666669,45,1.5938359958157342,0.006885255891442999,0.29476531353010366,0.0025819755208654318,2.713137198583894,0.021639605248513712,0.9996231291418647,0.011242189326325269,0.008967240130843296,0.02155063520590001,0.6610878661087866,0.8565253399312874,1.4541620629215333,0.9999979662481308,GOOD,0.2887569621116886,0.008602365626090172,7.499768611111112,identifiable,1.5607982579939894,0.003969983028419433,12.749620833333331,identifiable,2.700777957476138,0.007616245935426983,7.499768611111112,identifiable,5.249852222222219,all_identifiable,"growth_rate,carrying_capacity,lag_time"
MALATHIONANDLB-MAL4,True,GOOD (ML): P(good)=1.000,1.3651766666666667,1.4016333333333333,,78.36426905077523,,0.9994328260533646,4.880710904944313,1.7574652441557388,gompertz,7.749759722222222,31,2.356154755057795,0.11499710206746977,0.2263306112418306,0.003977681829460414,3.285694212861973,0.0622935899085285,0.9994328260533646,0.0075488635164923015,0.006307409504917659,0.017420907298734786,0.6694560669456067,0.7496380376452522,1.330334852069197,0.9999964206691211,GOOD,0.20899064332330192,0.008688667047367865,9.249716388888888,identifiable,1.069579537313021,0.0054112015051665675,98.49728916666666,identifiable,2.9961085627082134,0.010464587693606987,9.249716388888888,identifiable,89.24757277777778,all_identifiable,"growth_rate,carrying_capacity,lag_time"
MALATHION-MAL8,False,BAD: Rejected by ML pre-fit gate,0.09369999999999994,0.1588999999999999,,58.166865614522685,,,,,gompertz,99.74725277777776,400,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
MALATHION-MAL10,False,BAD: Rejected by ML pre-fit gate,0.0008466666666667004,0.0256333333333333,,0.400512913000017,,,,,gompertz,99.74725277777776,400,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
MALATHION-MAL1,False,BAD: Rejected by ML pre-fit gate,0.03462,0.0505333333333333,,11.741512086809932,,,,,gompertz,99.74725277777776,400,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
