pesticide,Ki_mean,Ki_median,Ki_hdi_low,Ki_hdi_high,Ki_sd,P_Ki_lt_5,P_Ki_lt_10,n_strains
BIFENTHRIN,3.3597661659891274,3.126648650705923,1.4584984571156951,5.734046601285756,1.2549372148703322,0.8268,1.0,4
FLUPYRADIFURONE,9.303917072862271,3.5305891014175432,0.44215463915708403,38.76869319233898,12.589206454059372,0.7179,0.7716,1
IMIDACLOPRID,3.4492952371857593,2.3953962563093842,0.6773766817556577,8.488060311794769,2.673757280599518,0.7497,1.0,4
LAMBDACYHALOTHRIN,5.306559042545699,3.9875753581265125,1.3630771361030023,12.938634646770396,3.69084144841169,0.5578,0.835,5
MALATHION,7.036642962769112,6.178689290263469,2.2218744260030827,14.101943295729866,4.429703513773932,0.4933,0.7246,4
PERMETHRIN,7.455461582375868,5.170524976771571,0.3323739280667639,18.46149047365579,6.146717127555877,0.49115,0.72765,4
