LAMBDACYHALOTHRIN_LCY01,LAMBDACYHALOTHRIN_LCY2,TIME[H]
0.0,0.0,18.249470833333334
0.0,0.0,18.499463333333335
0.0,0.0,18.749458611111113
0.0,0.0,18.999450277777775
0.0,0.0,19.249443333333332
0.0,0.0,19.499435555555554
0.0,0.0,19.74942861111111
0.0,0.0,19.999424166666664
0.0,0.0,20.249417777777776
0.0,0.0,20.499409444444442
0.0,0.0,20.749400833333333
0.0,0.0,20.999395
0.0,0.0,21.249388055555556
0.0,0.0,21.49938083333333
0.0,0.0,21.74937388888889
0.0,0.0,21.999368333333333
0.0,0.0,22.24936111111111
0.0,0.0,22.499353888888887
0.0,0.0,22.7493475
0.0,0.0,22.999340277777776
0.0,0.0,23.249336111111113
0.0,0.0,23.49932944444444
0.0,0.0,23.749322222222222
0.0,0.0,23.99931472222222
0.0,0.0,24.24930611111111
0.0,0.0,24.499299999999998
0.0,0.0,24.749292222222223
0.0,0.0,24.999289166666667
0.0,0.0,25.249283055555555
0.0,0.0,25.499274444444445
0.0,0.0,25.749269444444444
0.0,0.0,25.99926277777778
0.0,0.0,26.249255555555557
0.0,0.0,26.49924888888889
0.0,0.0,26.749241944444442
0.0,0.0,26.999231944444446
0.0,0.0,27.249225555555554
0.0,0.0,27.49921861111111
0.0,0.0,27.749211944444443
0.0,0.0,27.999204722222224
0.0,0.0,28.24920111111111
0.0,0.0,28.499192222222224
0.0,0.0,28.74918472222222
0.0,0.0,28.99918027777778
0.0,0.0,29.249170555555555
0.0,0.0,29.499163333333332
0.0,0.0,29.749157500000003
0.0,0.0,29.999152777777777
0.0,0.0,30.249143611111112
0.0,0.0,30.499136944444444
0.0,0.0,30.749132222222222
0.0,0.0,30.9991225
0.0,0.0,31.24911861111111
0.0,0.0,31.499111944444444
0.0,0.0,31.74910277777778
0.0,0.0,31.99909611111111
0.0,0.0,32.249092222222224
0.0,0.0001000000000000445,32.49908222222222
0.0,0.0,32.74907611111111
0.0,0.0,32.999071111111114
0.0,0.0,33.24906111111111
0.0,0.0,33.49905416666667
0.0,0.0,33.749048333333334
0.0,0.0,33.99904166666667
0.0,0.0,34.24903694444444
0.0,0.0,34.499027777777776
0.0,0.0,34.74902055555555
0.0,0.0,34.999015
0.0,0.0,35.24901083333333
0.0,0.0,35.498999999999995
0.0,0.0,35.74899388888889
0.0,0.0,35.99898805555556
0.0,0.003166666666666651,36.248979444444444
0.0,0.0,36.498975
0.0,0.0,36.74896638888889
0.0,0.0026333333333333764,36.998959166666666
0.0,0.002066666666666689,37.24895611111111
0.0,0.0004999999999999727,37.49894694444445
0.0,0.00086666666666671,37.748938055555556
0.0,0.003633333333333294,37.998936388888886
0.0,0.0029666666666666452,38.24892583333333
0.0,0.002333333333333326,38.498918055555556
0.0,0.0028000000000000247,38.74891194444445
0.0,0.004266666666666641,38.99890666666667
0.0,0.0,39.2489025
0.0,0.003400000000000042,39.498891944444445
0.0,0.0013999999999999846,39.74888583333333
0.0,0.0022999999999999687,39.99887916666667
0.0,0.0019333333333333147,40.248870277777776
0.0,0.002566666666666717,40.49886444444445
0.0,0.0,40.74885722222222
0.0,0.0018666666666666276,40.99885111111111
0.0,0.0038333333333332997,41.24884361111111
0.0,0.004733333333333367,41.4988375
0.0,0.001999999999999974,41.74883194444445
0.0,0.0020000000000000018,41.998822777777775
0.0,0.00303333333333336,42.24881833333334
0.0,0.0050666666666666915,42.49880972222222
0.0,0.003699999999999981,42.748805000000004
0.0,0.0014666666666666717,42.99879527777778
0.0,0.0012999999999999956,43.24878833333334
0.0,0.003333333333333327,43.498780000000004
0.0,0.0040000000000000036,43.74877444444444
0.0,0.0030000000000000304,43.99876999999999
0.0,0.0030333333333333323,44.24876083333333
0.0,0.00273333333333331,44.498755277777775
0.0,0.005166666666666708,44.74874666666667
0.0,0.0031666666666667065,44.99874027777778
0.0,0.005966666666666676,45.248736944444445
0.0,0.0063,45.49872666666666
0.0,0.004666666666666652,45.74872305555555
0.0,0.0032999999999999974,45.99871416666667
0.0,0.0028333333333333544,46.24870555555555
0.0,0.0071999999999999564,46.49870194444444
0.0,0.00413333333333335,46.74869416666667
0.0,0.005333333333333329,46.998686666666664
0.0,0.006033333333333335,47.24868222222222
0.0,0.00520000000000001,47.49867388888889
0.0,0.004533333333333306,47.74866611111111
0.0,0.00596666666666662,47.99865777777778
0.0,0.004299999999999998,48.248650833333336
0.0,0.004233333333333339,48.498645833333335
0.0,0.003866666666666685,48.74863888888889
0.0,0.0039333333333333165,48.99863166666667
0.0,0.005033333333333334,49.248627500000005
0.0,0.006666666666666654,49.498622499999996
0.0,0.005433333333333318,49.74861055555555
0.0,0.004333333333333356,49.998605
0.0,0.004833333333333301,50.24859722222222
0.0,0.0050666666666666915,50.49859111111112
0.0,0.006033333333333335,50.74858416666667
0.0,0.00466666666666668,50.998576944444444
0.0,0.007900000000000074,51.24857305555556
0.0,0.005899999999999989,51.49856305555555
0.0,0.0040333333333333055,51.748558055555556
0.0,0.004933333333333317,51.998550277777774
0.0,0.0061333333333333795,52.24854611111111
0.0,0.007066666666666638,52.49853638888889
0.0,0.00523333333333334,52.74852888888889
0.0,0.00739999999999999,52.99852611111111
0.0,0.005499999999999949,53.24851527777778
0.0,0.005400000000000044,53.498511944444445
0.0,0.0040999999999999925,53.7485025
0.0,0.006033333333333307,53.998495277777785
0.0,0.006666666666666682,54.248488611111114
0.0,0.0042999999999999705,54.49848083333333
0.0,0.004499999999999976,54.74847583333334
0.0,0.00626666666666667,54.998467777777776
0.0,0.00546666666666662,55.248464999999996
0.0,0.0067000000000000115,55.49845333333333
0.0,0.004599999999999965,55.74844944444445
0.0,0.0052666666666666695,55.99843944444445
0.0,0.006633333333333297,56.248435
0.0,0.007233333333333342,56.49842666666667
0.0,0.005166666666666708,56.74841861111111
0.0,0.008099999999999968,56.99841166666667
0.0,0.00523333333333334,57.248405
0.0,0.008466666666666678,57.49839861111111
0.0,0.006533333333333308,57.74839138888889
0.0,0.00470000000000001,57.99838666666667
0.0,0.007466666666666677,58.248378055555555
0.0,0.006933333333333347,58.498373611111106
0.0,0.0070999999999999674,58.74836361111111
0.0,0.005033333333333306,58.99836055555556
0.0,0.007500000000000007,59.24835
0.0,0.006233333333333313,59.49834138888889
0.0,0.005999999999999978,59.74833722222222
0.0,0.005633333333333351,59.998329444444444
0.0,0.0061999999999999555,60.248325277777774
0.0,0.007733333333333342,60.49831555555555
0.0,0.007233333333333286,60.748310833333335
0.0,0.008433333333333293,60.9983025
0.0,0.0071666666666666545,61.24829444444444
0.0,0.007000000000000006,61.49828833333333
0.0,0.008233333333333342,61.748281388888884
0.0,0.007066666666666638,61.99827527777778
0.0,0.009900000000000048,62.248266944444445
0.0,0.0077666666666666995,62.49826138888889
0.0,0.005666666666666681,62.74825472222222
0.0,0.007033333333333308,62.99824805555556
0.0,0.006733333333333313,63.24824111111111
0.0,0.008666666666666656,63.49823388888888
0.0,0.005199999999999982,63.74822722222222
0.0,0.007399999999999962,63.998221388888894
0.0,0.0073000000000000564,64.24821333333334
0.0,0.008233333333333315,64.49820666666666
0.0,0.0070666666666666655,64.74820222222222
0.0,0.005833333333333357,64.99819277777777
0.0,0.007499999999999979,65.24818527777778
0.0,0.009733333333333288,65.49818027777778
0.0,0.005833333333333329,65.74817361111111
0.0,0.010633333333333356,65.99816666666666
0.0,0.007833333333333303,66.24816111111112
0.0,0.00739999999999999,66.49815305555555
0.0,0.009666666666666601,66.74815
0.0,0.007700000000000012,66.99813888888889
0.0,0.008233333333333315,67.2481325
0.0,0.008133333333333326,67.49812555555556
0.0,0.010733333333333345,67.74812222222222
0.0,0.007700000000000012,67.99811249999999
0.0,0.007133333333333353,68.2481086111111
0.0,0.008000000000000007,68.49810000000001
0.0,0.0070666666666666655,68.7480925
0.0,0.007866666666666688,68.9980875
0.0,0.008999999999999952,69.24808
0.0,0.00739999999999999,69.49807194444445
0.0,0.008633333333333326,69.74806611111111
0.0,0.0082666666666667,69.99806277777778
0.0,0.008733333333333343,70.24805277777777
0.0,0.008766666666666645,70.4980475
0.0,0.010833333333333334,70.74803805555555
0.0,0.009533333333333366,70.99803222222222
0.0,0.006733333333333313,71.24802277777778
0.0,0.009533333333333338,71.49801583333333
0.0,0.008366666666666661,71.74800972222222
0.0,0.008533333333333365,71.99800666666667
0.0,0.008166666666666683,72.2479975
0.0,0.00633333333333333,72.49799472222222
0.0,0.009566666666666668,72.74798805555555
0.0,0.010066666666666668,72.99797722222222
0.0,0.010166666666666713,73.24797500000001
0.0,0.008800000000000002,73.49796333333333
0.0,0.010066666666666613,73.74795777777777
0.0,0.009700000000000014,73.99795055555555
0.0,0.007766666666666644,74.24794388888888
0.0,0.007299999999999945,74.49793722222223
0.0,0.009833333333333333,74.74793111111111
0.0,0.009400000000000047,74.99792361111112
0.0,0.00789999999999999,75.24791750000001
0.0,0.008299999999999974,75.49791
0.0,0.008066666666666666,75.74790444444444
0.0,0.009399999999999936,75.99789694444445
0.0,0.009866666666666662,76.24788916666667
0.0,0.009166666666666656,76.49788277777779
0.0,0.008366666666666689,76.74787833333335
0.0,0.010700000000000015,76.99787138888888
0.0,0.010966666666666625,77.24786138888888
0.0,0.010066666666666696,77.49785638888889
0.0,0.008433333333333348,77.74784833333334
0.0,0.009666666666666685,77.99784222222223
0.0,0.01006666666666664,78.24783472222222
0.0,0.008700000000000013,78.4978325
0.0,0.007699999999999985,78.74782250000001
0.0,0.008633333333333326,78.99781416666667
0.0,0.008899999999999991,79.24780805555555
0.0,0.008366666666666661,79.4978
0.0,0.008866666666666662,79.74779416666667
0.0,0.007699999999999957,79.9977886111111
0.0,0.008600000000000024,80.24777999999999
0.0,0.012033333333333313,80.49777444444445
0.0,0.009566666666666696,80.74776583333333
0.0,0.009266666666666673,80.99776
0.0,0.009866666666666662,81.24775611111112
0.0,0.008933333333333321,81.49774638888888
0.0,0.008533333333333337,81.74773944444445
0.0,0.009366666666666662,81.99773555555555
0.0,0.009666666666666685,82.24772583333333
0.0,0.010466666666666652,82.49771944444444
0.0,0.009099999999999997,82.74771166666666
0.0,0.011033333333333312,82.99770527777778
0.0,0.00853333333333331,83.24769722222223
0.0,0.00770000000000004,83.49769277777779
0.0,0.00843333333333332,83.74768305555556
0.0,0.007833333333333331,83.99767722222222
0.0,0.010366666666666663,84.2476711111111
0.0,0.00789999999999999,84.49766416666667
0.0,0.007933333333333348,84.74766
0.0,0.009866666666666662,84.99765055555557
0.0,0.008700000000000013,85.2476463888889
0.0,0.008399999999999963,85.49763944444445
0.0,0.010166666666666685,85.74762916666667
0.0,0.01103333333333334,85.99762388888888
0.0,0.010099999999999998,86.24761666666666
0.0,0.00990000000000002,86.49760805555556
0.0,0.009866666666666635,86.74760138888888
0.0,0.00880000000000003,86.99759583333332
0.0,0.008566666666666667,87.24758944444444
0.0,0.010633333333333328,87.49758361111111
0.0,0.010899999999999993,87.74757444444444
0.0,0.00933333333333336,87.99757055555555
0.0,0.009666666666666685,88.24756194444444
0.0,0.008866666666666662,88.49755333333333
0.0,0.012066666666666642,88.74754805555555
0.0,0.010866666666666691,88.9975425
0.0,0.008100000000000024,89.24753444444445
0.0,0.011433333333333323,89.49753027777777
0.0,0.010433333333333322,89.74752027777777
0.0,0.009233333333333343,89.9975125
0.0,0.007566666666666694,90.24750611111111
0.0,0.011300000000000004,90.49750055555555
0.0,0.010100000000000026,90.74749222222222
0.0,0.008166666666666683,90.99748611111112
0.0,0.010733333333333372,91.24747916666666
0.0,0.011066666666666669,91.49747444444445
0.0,0.010366666666666663,91.74746527777778
0.0,0.009333333333333332,91.99745861111111
0.0,0.011933333333333351,92.24745388888888
0.0,0.009700000000000042,92.49744472222221
0.0,0.008133333333333326,92.74743861111111
0.0,0.010666666666666685,92.99743444444445
0.0,0.010099999999999998,93.24742722222223
0.0,0.008466666666666678,93.4974175
0.0,0.0082666666666667,93.74741027777779
0.0,0.011200000000000015,93.99740416666667
0.0,0.009266666666666729,94.24739722222222
0.0,0.010333333333333306,94.49739277777778
0.0,0.0121,94.7473863888889
0.0,0.011433333333333351,94.99737916666666
0.0,0.013500000000000012,95.24737277777778
0.0,0.011400000000000021,95.49736222222222
0.0,0.012266666666666703,95.74735638888889
0.0,0.012199999999999961,95.99734916666667
0.0,0.012433333333333324,96.24734277777777
0.0,0.012833333333333335,96.49733611111111
0.0,0.011733333333333318,96.7473286111111
0.0,0.00899999999999998,96.99732416666667
0.0,0.01036666666666669,97.24731805555555
0.0,0.012699999999999961,97.49731055555556
0.0,0.011399999999999993,97.74730416666667
0.0,0.011066666666666614,97.99729638888888
0.0,0.011400000000000021,98.24729055555555
0.0,0.011366666666666664,98.49728611111111
0.0,0.00940000000000002,98.74727916666667
0.0,0.008899999999999963,98.99727305555557
0.0,0.010533333333333283,99.24726444444444
0.0,0.01166666666666663,99.49725944444445
0.0,0.012366666666666665,99.74724916666666
