TIME[H],LB_BIF2_blanked,LB_BiF7_blanked,LB_LCY4_blanked,LB_BIF6_blanked,LB_BIF9_blanked,LB_FLUPC8_blanked
19.999357500000002,1.7654666666666667,1.7703,1.3444666666666667,1.8701333333333332,1.7886666666666668,1.4813333333333332
20.249350277777776,1.7684999999999997,1.773,1.3457666666666668,1.8727999999999998,1.7920666666666667,1.4824333333333335
20.49934277777778,1.7698,1.7747,1.3489,1.8752666666666669,1.795,1.4899666666666667
20.749337222222223,1.7719333333333334,1.776066666666667,1.3526666666666665,1.8767000000000003,1.7946666666666666,1.4916666666666665
20.999330555555556,1.7760666666666667,1.7803666666666667,1.3593666666666668,1.8808,1.7997333333333332,1.4947333333333332
21.2493225,1.7765333333333333,1.7804999999999997,1.3614333333333335,1.8838,1.8022333333333331,1.499
21.499316666666665,1.7798666666666667,1.7834333333333334,1.3649,1.8845666666666665,1.8029,1.5010333333333334
21.74930888888889,1.7818333333333334,1.7842333333333333,1.3681333333333336,1.8875333333333335,1.8061,1.5045666666666666
21.999303055555554,1.7843333333333335,1.7878333333333334,1.3712,1.8899,1.8097333333333334,1.5091666666666668
22.249296944444442,1.7846333333333333,1.7892666666666666,1.3735,1.8902666666666665,1.8107666666666664,1.513033333333333
22.4992925,1.7875999999999999,1.7902333333333333,1.3762666666666665,1.8928666666666667,1.8138666666666667,1.513833333333333
22.749285277777776,1.7891333333333335,1.7928333333333333,1.3776000000000002,1.8950333333333338,1.8160333333333334,1.5175666666666667
22.999275555555556,1.7921999999999998,1.795933333333333,1.3819333333333332,1.8966666666666665,1.8179,1.5218
23.249269166666668,1.7928666666666666,1.795766666666667,1.3820000000000001,1.8968999999999998,1.819266666666667,1.522066666666667
23.49926194444444,1.7944666666666667,1.7976666666666667,1.3891,1.8983333333333337,1.8207,1.5247666666666666
23.749256666666664,1.7946666666666666,1.7969333333333335,1.3856666666666666,1.8986999999999996,1.8225333333333336,1.5276
